"Munic�pio";"Popula��o_residente"
"330450 RIO DAS FLORES";9344
"330452 RIO DAS OSTRAS";155193
"330455 RIO DE JANEIRO";6747815
"330460 SANTA MARIA MADALENA";10392
"330470 SANTO ANTONIO DE PADUA";42594
"330475 SAO FRANCISCO DE ITABAPOANA";42210
"330480 SAO FIDELIS";38710
"330490 SAO GONCALO";1091737
"330500 SAO JOAO DA BARRA";36423
"330510 SAO JOAO DE MERITI";472906
"330513 SAO JOSE DE UBA";7206
"330515 SAO JOSE DO VALE DO RIO PRETO";21916
"330520 SAO PEDRO DA ALDEIA";106049
"330530 SAO SEBASTIAO DO ALTO";9387
"330540 SAPUCAIA";18249
"330550 SAQUAREMA";90583
"330555 SEROPEDICA";83092
"330560 SILVA JARDIM";21774
"330570 SUMIDOURO";15667
"330575 TANGUA";34610
"330580 TERESOPOLIS";184240
"330590 TRAJANO DE MORAES";10640
"330600 TRES RIOS";82142
"330610 VALENCA";76869
"330615 VARRE-SAI";11106
"330620 VASSOURAS";37083
"330630 VOLTA REDONDA";273988
"350010 ADAMANTINA";35111
"350020 ADOLFO";3554
"350030 AGUAI";36648
"350040 AGUAS DA PRATA";8221
"350050 AGUAS DE LINDOIA";18808
"350055 AGUAS DE SANTA BARBARA";6109
"350060 AGUAS DE SAO PEDRO";3521
"350070 AGUDOS";37401
"350075 ALAMBARI";6129
"350080 ALFREDO MARCONDES";4184
"350090 ALTAIR";4186
"350100 ALTINOPOLIS";16203
"350110 ALTO ALEGRE";4088
"350115 ALUMINIO";18767
"350120 ALVARES FLORENCE";3647
"350130 ALVARES MACHADO";24998
"350140 ALVARO DE CARVALHO";5274
"350150 ALVINLANDIA";3237
"350160 AMERICANA";242018
"350170 AMERICO BRASILIENSE";41032
"350180 AMERICO DE CAMPOS";5981
"350190 AMPARO";72677
"350200 ANALANDIA";5056
"350210 ANDRADINA";57202
"350220 ANGATUBA";25479
"350230 ANHEMBI";6819
"350240 ANHUMAS";4144
"350250 APARECIDA";36185
"350260 APARECIDA D'OESTE";4158
"350270 APIAI";24226
"350275 ARACARIGUAMA";22860
"350280 ARACATUBA";198129
"350290 ARACOIABA DA SERRA";34776
"350300 ARAMINA";5655
"350310 ARANDU";6365
"350315 ARAPEI";2460
"350320 ARARAQUARA";238339
"350330 ARARAS";135506
"350335 ARCO-IRIS";1773
"350340 AREALVA";8613
"350350 AREIAS";3896
"350360 AREIOPOLIS";11158
"350370 ARIRANHA";9761
"350380 ARTUR NOGUEIRA";55340
"350390 ARUJA";91157
"350395 ASPASIA";1818
"350400 ASSIS";105087
"350410 ATIBAIA";144088
"350420 AURIFLAMA";15253
"350430 AVAI";5436
"350440 AVANHANDAVA";13859
"350450 AVARE";91232
"350460 BADY BASSITT";17761
"350470 BALBINOS";5934
"350480 BALSAMO";9139
"350490 BANANAL";10993
"350500 BARAO DE ANTONINA";3498
"350510 BARBOSA";7468
"350520 BARIRI";35558
"350530 BARRA BONITA";36126
"350535 BARRA DO CHAPEU";5760
"350540 BARRA DO TURVO";7632
"350550 BARRETOS";122833
"350560 BARRINHA";33180
"350570 BARUERI";276982
"350580 BASTOS";20953
"350590 BATATAIS";62980
"350600 BAURU";379297
"350610 BEBEDOURO";77555
"350620 BENTO DE ABREU";3005
"350630 BERNARDINO DE CAMPOS";11158
"350635 BERTIOGA";64723
"350640 BILAC";8117
"350650 BIRIGUI";124883
"350660 BIRITIBA-MIRIM";32936
"350670 BOA ESPERANCA DO SUL";15018
"350680 BOCAINA";12452
"350690 BOFETE";11921
"350700 BOITUVA";62170
"350710 BOM JESUS DOS PERDOES";25985
"350715 BOM SUCESSO DE ITARARE";3984
"350720 BORA";838
"350730 BORACEIA";4868
"350740 BORBOREMA";16164
"350745 BOREBI";2683
"350750 BOTUCATU";148130
"350760 BRAGANCA PAULISTA";170533
"350770 BRAUNA";5741
"350775 BREJO ALEGRE";2889
"350780 BRODOWSKI";25277
"350790 BROTAS";24636
"350800 BURI";19965
"350810 BURITAMA";17281
"350820 BURITIZAL";4514
"350830 CABRALIA PAULISTA";4243
"350840 CABREUVA";50429
"350850 CACAPAVA";95018
"350860 CACHOEIRA PAULISTA";33581
"350870 CACONDE";19009
"350880 CAFELANDIA";17843
"350890 CAIABU";4193
"350900 CAIEIRAS";102775
"350910 CAIUA";5946
"350920 CAJAMAR";77934
"350925 CAJATI";28494
"350930 CAJOBI";10596
"350940 CAJURU";26393
"350945 CAMPINA DO MONTE ALEGRE";6057
"350950 CAMPINAS";1213792
"350960 CAMPO LIMPO PAULISTA";85541
"350970 CAMPOS DO JORDAO";52405
"350980 CAMPOS NOVOS PAULISTA";4997
"350990 CANANEIA";12541
"350995 CANAS";5204
"351000 CANDIDO MOTA";31346
"351010 CANDIDO RODRIGUES";2799
"351015 CANITAR";5292
"351020 CAPAO BONITO";47118
"351030 CAPELA DO ALTO";20985
"351040 CAPIVARI";56379
"351050 CARAGUATATUBA";123389
"351060 CARAPICUIBA";403183
"351070 CARDOSO";12349
"351080 CASA BRANCA";30520
"351090 CASSIA DOS COQUEIROS";2505
"351100 CASTILHO";21267
"351110 CATANDUVA";122497
"351120 CATIGUA";7855
"351130 CEDRAL";9346
"351140 CERQUEIRA CESAR";20191
"351150 CERQUILHO";49802
"351160 CESARIO LANGE";18375
"351170 CHARQUEADA";17367
"351190 CLEMENTINA";8757
"351200 COLINA";18535
"351210 COLOMBIA";6216
"351220 CONCHAL";28273
"351230 CONCHAS";18019
"351240 CORDEIROPOLIS";24826
"351250 COROADOS";6129
"351260 CORONEL MACEDO";4635
"351270 CORUMBATAI";4064
"351280 COSMOPOLIS";73474
"351290 COSMORAMA";7298
"351300 COTIA";253608
"351310 CRAVINHOS";35579
"351320 CRISTAIS PAULISTA";8718
"351330 CRUZALIA";2046
"351340 CRUZEIRO";82571
"351350 CUBATAO";131626
"351360 CUNHA";21459
"351370 DESCALVADO";33910
"351380 DIADEMA";426757
"351385 DIRCE REIS";1799
"351390 DIVINOLANDIA";11086
"351400 DOBRADA";9010
"351410 DOIS CORREGOS";27512
"351420 DOLCINOPOLIS";2112
"351430 DOURADO";8878
"351440 DRACENA";47043
"351450 DUARTINA";12433
"351460 DUMONT";10023
"351470 ECHAPORA";6064
"351480 ELDORADO";15544
"351490 ELIAS FAUSTO";17936
"351492 ELISIARIO";3697
"351495 EMBAUBA";2449
"351500 EMBU DAS ARTES";276535
"351510 EMBU-GUACU";69901
"351512 EMILIANOPOLIS";3227
"351515 ENGENHEIRO COELHO";21249
"351518 ESPIRITO SANTO DO PINHAL";44471
"351519 ESPIRITO SANTO DO TURVO";4878
"351520 ESTRELA D'OESTE";8419
"351530 ESTRELA DO NORTE";2770
"351535 EUCLIDES DA CUNHA PAULISTA";9325
"351540 FARTURA";16070
"351550 FERNANDOPOLIS";69402
"351560 FERNANDO PRESTES";5794
"351565 FERNAO";1727
"351570 FERRAZ DE VASCONCELOS";196500
"351580 FLORA RICA";1430
"351590 FLOREAL";2900
"351600 FLORIDA PAULISTA";14790
"351610 FLORINIA";2653
"351620 FRANCA";355901
"351630 FRANCISCO MORATO";177633
"351640 FRANCO DA ROCHA";156492
"351650 GABRIEL MONTEIRO";2776
"351660 GALIA";6482
"351670 GARCA";44409
"351680 GASTAO VIDIGAL";4860
"351685 GAVIAO PEIXOTO";4815
"351690 GENERAL SALGADO";10862
"351700 GETULINA";11447
"351710 GLICERIO";4829
"351720 GUAICARA";12294
"351730 GUAIMBE";5785
"351740 GUAIRA";41040
"351750 GUAPIACU";21775
"351760 GUAPIARA";17025
"351770 GUARA";21308
"351780 GUARACAI";8290
"351790 GUARACI";11287
"351800 GUARANI D'OESTE";1998
"351810 GUARANTA";6675
"351820 GUARARAPES";33100
"351830 GUARAREMA";30136
"351840 GUARATINGUETA";122505
"351850 GUAREI";18887
"351860 GUARIBA";40487
"351870 GUARUJA";322750
"351880 GUARULHOS";1392121
"351885 GUATAPARA";7709
"351890 GUZOLANDIA";5307
"351900 HERCULANDIA";9588
"351905 HOLAMBRA";15272
"351907 HORTOLANDIA";234259
"351910 IACANGA";11858
"351920 IACRI";6295
"351925 IARAS";9517
"351930 IBATE";35472
"351940 IBIRA";12518
"351950 IBIRAREMA";7841
"351960 IBITINGA";60600
"351970 IBIUNA";79479
"351980 ICEM";8304
"351990 IEPE";8194
"352000 IGARACU DO TIETE";24749
"352010 IGARAPAVA";30614
"352020 IGARATA";9583
"352030 IGUAPE";30989
"352040 ILHABELA";35591
"352042 ILHA COMPRIDA";11362
"352044 ILHA SOLTEIRA";26788
"352050 INDAIATUBA";256223
"352060 INDIANA";4879
"352070 INDIAPORA";3886
"352080 INUBIA PAULISTA";4019
"352090 IPAUSSU";15069
"352100 IPERO";37964
"352110 IPEUNA";7687
"352115 IPIGUA";5476
"352120 IPORANGA";4199
"352130 IPUA";16604
"352140 IRACEMAPOLIS";24614
"352150 IRAPUA";8048
"352160 IRAPURU";8325
"352170 ITABERA";17480
"352180 ITAI";27382
"352190 ITAJOBI";15297
"352200 ITAJU";3887
"352210 ITANHAEM";103102
"352215 ITAOCA";3330
"352220 ITAPECERICA DA SERRA";177662
"352230 ITAPETININGA";165526
"352240 ITAPEVA";94804
"352250 ITAPEVI";240961
"352260 ITAPIRA";75234
"352265 ITAPIRAPUA PAULISTA";4268
"352270 ITAPOLIS";43331
"352280 ITAPORANGA";15173
"352290 ITAPUI";14147
"352300 ITAPURA";4951
"352310 ITAQUAQUECETUBA";375011
"352320 ITARARE";50642
"352330 ITARIRI";17598
"352340 ITATIBA";122581
"352350 ITATINGA";20921
"352360 ITIRAPINA";18387
"352370 ITIRAPUA";6543
"352380 ITOBI";7852
"352390 ITU";175568
"352400 ITUPEVA";62813
"352410 ITUVERAVA";42045
"352420 JABORANDI";6946
"352430 JABOTICABAL";77652
"352440 JACAREI";235416
"352450 JACI";7196
"352460 JACUPIRANGA";17889
"352470 JAGUARIUNA";58722
"352480 JALES";49201
"352490 JAMBEIRO";6717
"352500 JANDIRA";126356
"352510 JARDINOPOLIS";44970
"352520 JARINU";30617
"352530 JAU";151881
"352540 JERIQUARA";3151
"352550 JOANOPOLIS";13338
"352560 JOAO RAMALHO";4551
"352570 JOSE BONIFACIO";37366
"352580 JULIO MESQUITA";4800
"352585 JUMIRIM";3418
"352590 JUNDIAI";423006
"352600 JUNQUEIROPOLIS";20831
"352610 JUQUIA";18718
"352620 JUQUITIBA";31646
"352630 LAGOINHA";4889
"352640 LARANJAL PAULISTA";28785
"352650 LAVINIA";12285
"352660 LAVRINHAS";7311
"352670 LEME";104346
"352680 LENCOIS PAULISTA";68990
"352690 LIMEIRA";308482
"352700 LINDOIA";8092
"352710 LINS";78503
"352720 LORENA";89125
"352725 LOURDES";2300
"352730 LOUVEIRA";49932
"352740 LUCELIA";21886
"352750 LUCIANOPOLIS";2403
"352760 LUIS ANTONIO";15292
"352770 LUIZIANIA";5855
"352780 LUPERCIO";4596
"352790 LUTECIA";2636
"352800 MACATUBA";17214
"352810 MACAUBAL";8147
"352820 MACEDONIA";3692
"352830 MAGDA";3102
"352840 MAIRINQUE";47441
"352850 MAIRIPORA";101937
"352860 MANDURI";9910
"352870 MARABA PAULISTA";5948
"352880 MARACAI";14036
"352885 MARAPOAMA";3064
"352890 MARIAPOLIS";4091
"352900 MARILIA";240590
"352910 MARINOPOLIS";2106
"352920 MARTINOPOLIS";26628
"352930 MATAO";83626
"352940 MAUA";477220
"352950 MENDONCA";5565
"352960 MERIDIANO";3824
"352965 MESOPOLIS";1905
"352970 MIGUELOPOLIS";22355
"352980 MINEIROS DO TIETE";12966
"352990 MIRACATU";19643
"353000 MIRA ESTRELA";3106
"353010 MIRANDOPOLIS";29706
"353020 MIRANTE DO PARANAPANEMA";18338
"353030 MIRASSOL";60303
"353040 MIRASSOLANDIA";4919
"353050 MOCOCA";68980
"353060 MOGI DAS CRUZES";450785
"353070 MOGI GUACU";153033
"353080 MOGI MIRIM";93650
"353090 MOMBUCA";3508
"353100 MONCOES";2267
"353110 MONGAGUA";57648
"353120 MONTE ALEGRE DO SUL";8111
"353130 MONTE ALTO";50772
"353140 MONTE APRAZIVEL";25373
"353150 MONTE AZUL PAULISTA";18968
"353160 MONTE CASTELO";4166
"353170 MONTEIRO LOBATO";4696
"353180 MONTE MOR";60754
"353190 MORRO AGUDO";33288
"353200 MORUNGABA";13781
"353205 MOTUCA";4795
"353210 MURUTINGA DO SUL";4506
"353215 NANTES";3179
"353220 NARANDIBA";4904
"353230 NATIVIDADE DA SERRA";6642
"353240 NAZARE PAULISTA";18698
"353250 NEVES PAULISTA";8923
"353260 NHANDEARA";11527
"353270 NIPOA";5298
"353280 NOVA ALIANCA";7068
"353282 NOVA CAMPINA";9860
"353284 NOVA CANAA PAULISTA";1852
"353286 NOVA CASTILHO";1278
"353290 NOVA EUROPA";11355
"353300 NOVA GRANADA";21689
"353310 NOVA GUATAPORANGA";2325
"353320 NOVA INDEPENDENCIA";4053
"353325 NOVAIS";5945
"353330 NOVA LUZITANIA";4160
"353340 NOVA ODESSA";60956
"353350 NOVO HORIZONTE";41414
"353360 NUPORANGA";7478
"353370 OCAUCU";4291
"353380 OLEO";2471
"353390 OLIMPIA";55130
"353400 ONDA VERDE";4422
"353410 ORIENTE";6542
"353420 ORINDIUVA";7194
"353430 ORLANDIA";44360
"353440 OSASCO";699944
"353450 OSCAR BRESSANE";2603
"353460 OSVALDO CRUZ";33000
"353470 OURINHOS";114352
"353475 OUROESTE";10539
"353480 OURO VERDE";8620
"353490 PACAEMBU";14263
"353500 PALESTINA";13123
"353510 PALMARES PAULISTA";13486
"353520 PALMEIRA D'OESTE";9227
"353530 PALMITAL";22272
"353540 PANORAMA";15862
"353550 PARAGUACU PAULISTA";45945
"353560 PARAIBUNA";18263
"353570 PARAISO";6496
"353580 PARANAPANEMA";20395
"353590 PARANAPUA";4095
"353600 PARAPUA";10949
"353610 PARDINHO";6508
"353620 PARIQUERA-ACU";19723
"353625 PARISI";2169
"353630 PATROCINIO PAULISTA";14807
"353640 PAULICEIA";7454
"353650 PAULINIA";112003
"353657 PAULISTANIA";1834
"353660 PAULO DE FARIA";8959
"353670 PEDERNEIRAS";47111
"353680 PEDRA BELA";6110
"353690 PEDRANOPOLIS";2481
"353700 PEDREGULHO";16811
"353710 PEDREIRA";48463
"353715 PEDRINHAS PAULISTA";3101
"353720 PEDRO DE TOLEDO";11421
"353730 PENAPOLIS";63757
"353740 PEREIRA BARRETO";25677
"353750 PEREIRAS";8773
"353760 PERUIBE";69001
"353770 PIACATU";6038
"353780 PIEDADE";55542
"353790 PILAR DO SUL";29402
"353800 PINDAMONHANGABA";170132
"353810 PINDORAMA";17216
"353820 PINHALZINHO";15388
"353830 PIQUEROBI";3699
"353850 PIQUETE";13575
"353860 PIRACAIA";27462
"353870 PIRACICABA";407252
"353880 PIRAJU";29869
"353890 PIRAJUI";25719
"353900 PIRANGI";11471
"353910 PIRAPORA DO BOM JESUS";19178
"353920 PIRAPOZINHO";27754
"353930 PIRASSUNUNGA";76877
"353940 PIRATININGA";13765
"353950 PITANGUEIRAS";40080
"353960 PLANALTO";5304
"353970 PLATINA";3578
"353980 POA";118349
"353990 POLONI";6113
"354000 POMPEIA";22172
"354010 PONGAI";3400
"354020 PONTAL";50852
"354025 PONTALINDA";4674
"354030 PONTES GESTAL";2577
"354040 POPULINA";4152
"354050 PORANGABA";10067
"354060 PORTO FELIZ";53402
"354070 PORTO FERREIRA";56504
"354075 POTIM";25130
"354080 POTIRENDABA";17516
"354085 PRACINHA";4212
"354090 PRADOPOLIS";21873
"354100 PRAIA GRANDE";330845
"354105 PRATANIA";5317
"354110 PRESIDENTE ALVES";4080
"354120 PRESIDENTE BERNARDES";13023
"354130 PRESIDENTE EPITACIO";44389
"354140 PRESIDENTE PRUDENTE";230371
"354150 PRESIDENTE VENCESLAU";39583
"354160 PROMISSAO";40828
"354165 QUADRA";3854
"354170 QUATA";14210
"354180 QUEIROZ";3460
"354190 QUELUZ";13606
"354200 QUINTANA";6688
"354210 RAFARD";9101
"354220 RANCHARIA";29726
"354230 REDENCAO DA SERRA";3839
"354240 REGENTE FEIJO";20394
"354250 REGINOPOLIS";9837
"354260 REGISTRO";56393
"354270 RESTINGA";7679
"354280 RIBEIRA";3330
"354290 RIBEIRAO BONITO";13299
"354300 RIBEIRAO BRANCO";16211
"354310 RIBEIRAO CORRENTE";4752
"354320 RIBEIRAO DO SUL";4539
"354323 RIBEIRAO DOS INDIOS";2224
"354325 RIBEIRAO GRANDE";7679
"354330 RIBEIRAO PIRES";124491
"354340 RIBEIRAO PRETO";711825
"354350 RIVERSUL";5443
"354360 RIFAINA";3640
"354370 RINCAO";10812
"354380 RINOPOLIS";9961
"354390 RIO CLARO";208008
"354400 RIO DAS PEDRAS";35738
"354410 RIO GRANDE DA SERRA";51436
"354420 RIOLANDIA";12689
"354425 ROSANA";16281
"354430 ROSEIRA";10801
"354440 RUBIACEA";3162
"354450 RUBINEIA";3170
"354460 SABINO";5614
"354470 SAGRES";2430
"354480 SALES";6407
"354490 SALES OLIVEIRA";11998
"354500 SALESOPOLIS";17252
"354510 SALMOURAO";5337
"354515 SALTINHO";8393
"354520 SALTO";119736
"354530 SALTO DE PIRAPORA";45860
"354540 SALTO GRANDE";9364
"354550 SANDOVALINA";4354
"354560 SANTA ADELIA";15561
"354570 SANTA ALBERTINA";6022
"354580 SANTA BARBARA D'OESTE";194390
"354600 SANTA BRANCA";14857
"354610 SANTA CLARA D'OESTE";2113
"354620 SANTA CRUZ DA CONCEICAO";4544
"354625 SANTA CRUZ DA ESPERANCA";2153
"354630 SANTA CRUZ DAS PALMEIRAS";34737
"354640 SANTA CRUZ DO RIO PARDO";47943
"354650 SANTA ERNESTINA";5588
"354660 SANTA FE DO SUL";32563
"354670 SANTA GERTRUDES";27381
"354680 SANTA ISABEL";57966
"354690 SANTA LUCIA";8854
"354700 SANTA MARIA DA SERRA";6236
"354710 SANTA MERCEDES";2943
"354720 SANTANA DA PONTE PENSA";1467
"354730 SANTANA DE PARNAIBA";142301
"354740 SANTA RITA D'OESTE";2487
"354750 SANTA RITA DO PASSA QUATRO";27600
"354760 SANTA ROSA DE VITERBO";26753
"354765 SANTA SALETE";1552
"354770 SANTO ANASTACIO";20866
"354780 SANTO ANDRE";721368
"354790 SANTO ANTONIO DA ALEGRIA";6977
"354800 SANTO ANTONIO DE POSSE";23529
"354805 SANTO ANTONIO DO ARACANGUA";8481
"354810 SANTO ANTONIO DO JARDIM";5940
"354820 SANTO ANTONIO DO PINHAL";6827
"354830 SANTO EXPEDITO";3135
"354840 SANTOPOLIS DO AGUAPEI";4817
"354850 SANTOS";433656
"354860 SAO BENTO DO SAPUCAI";10893
"354870 SAO BERNARDO DO CAMPO";844483
"354880 SAO CAETANO DO SUL";161957
"354890 SAO CARLOS";254484
"354900 SAO FRANCISCO";2817
"354910 SAO JOAO DA BOA VISTA";91771
"354920 SAO JOAO DAS DUAS PONTES";2561
"354925 SAO JOAO DE IRACEMA";1932
"354930 SAO JOAO DO PAU D'ALHO";2100
"354940 SAO JOAQUIM DA BARRA";52319
"354950 SAO JOSE DA BELA VISTA";8960
"354960 SAO JOSE DO BARREIRO";4144
"354970 SAO JOSE DO RIO PARDO";55124
"354980 SAO JOSE DO RIO PRETO";464983
"354990 SAO JOSE DOS CAMPOS";729737
"354995 SAO LOURENCO DA SERRA";15978
"355000 SAO LUIS DO PARAITINGA";10690
"355010 SAO MANUEL";41123
"355020 SAO MIGUEL ARCANJO";33002
"355030 SAO PAULO";12325232
"355040 SAO PEDRO";35980
"355050 SAO PEDRO DO TURVO";7696
"355060 SAO ROQUE";92060
"355070 SAO SEBASTIAO";90328
"355080 SAO SEBASTIAO DA GRAMA";12159
"355090 SAO SIMAO";15385
"355100 SAO VICENTE";368355
"355110 SARAPUI";10390
"355120 SARUTAIA";3630
"355130 SEBASTIANOPOLIS DO SUL";3554
"355140 SERRA AZUL";14981
"355150 SERRANA";45644
"355160 SERRA NEGRA";29452
"355170 SERTAOZINHO";127142
"355180 SETE BARRAS";12780
"355190 SEVERINIA";17661
"355200 SILVEIRAS";6339
"355210 SOCORRO";41352
"355220 SOROCABA";687572
"355230 SUD MENNUCCI";7728
"355240 SUMARE";286211
"355250 SUZANO";300559
"355255 SUZANAPOLIS";4014
"355260 TABAPUA";12485
"355270 TABATINGA";16644
"355280 TABOAO DA SERRA";293652
"355290 TACIBA";6329
"355300 TAGUAI";14141
"355310 TAIACU";6320
"355320 TAIUVA";5564
"355330 TAMBAU";23232
"355340 TANABI";26101
"355350 TAPIRAI";7766
"355360 TAPIRATIBA";12950
"355365 TAQUARAL";2813
"355370 TAQUARITINGA";57364
"355380 TAQUARITUBA";23256
"355385 TAQUARIVAI";5911
"355390 TARABAI";7540
"355395 TARUMA";15183
"355400 TATUI";122967
"355410 TAUBATE";317915
"355420 TEJUPA";4491
"355430 TEODORO SAMPAIO";23273
"355440 TERRA ROXA";9437
"355450 TIETE";42517
"355460 TIMBURI";2652
"355465 TORRE DE PEDRA";2422
"355470 TORRINHA";10056
"355475 TRABIJU";1738
"355480 TREMEMBE";47714
"355490 TRES FRONTEIRAS";5832
"355495 TUIUTI";6977
"355500 TUPA";65570
"355510 TUPI PAULISTA";15583
"355520 TURIUBA";2020
"355530 TURMALINA";1696
"355535 UBARANA";6400
"355540 UBATUBA";91824
"355550 UBIRAJARA";4804
"355560 UCHOA";10151
"355570 UNIAO PAULISTA";1865
"355580 URANIA";9120
"355590 URU";1153
"355600 URUPES";13888
"355610 VALENTIM GENTIL";13532
"355620 VALINHOS";131210
"355630 VALPARAISO";26822
"355635 VARGEM";10692
"355640 VARGEM GRANDE DO SUL";43110
"355645 VARGEM GRANDE PAULISTA";53468
"355650 VARZEA PAULISTA";123071
"355660 VERA CRUZ";10823
"355670 VINHEDO";80172
"355680 VIRADOURO";19017
"355690 VISTA ALEGRE DO ALTO";8989
"355695 VITORIA BRASIL";1846
"355700 VOTORANTIM";123384
"355710 VOTUPORANGA";95338
"355715 ZACARIAS";2752
"355720 CHAVANTES";12418
"355730 ESTIVA GERBI";11407
"410010 ABATIA";7408
"410020 ADRIANOPOLIS";5857
"410030 AGUDOS DO SUL";9470
"410040 ALMIRANTE TAMANDARE";120041
"410045 ALTAMIRA DO PARANA";1682
"410050 ALTONIA";22176
"410060 ALTO PARANA";14859
"410070 ALTO PIQUIRI";9778
"410080 ALVORADA DO SUL";11503
"410090 AMAPORA";6332
"410100 AMPERE";19311
"410105 ANAHY";2788
"410110 ANDIRA";19926
"410115 ANGULO";2930
"410120 ANTONINA";18949
"410130 ANTONIO OLINTO";7427
"410140 APUCARANA";136234
"410150 ARAPONGAS";124810
"410160 ARAPOTI";28300
"410165 ARAPUA";3009
"410170 ARARUNA";14000
"410180 ARAUCARIA";146214
"410185 ARIRANHA DO IVAI";2066
"410190 ASSAI";14954
"410200 ASSIS CHATEAUBRIAND";33340
"410210 ASTORGA";26209
"410220 ATALAIA";3881
"410230 BALSA NOVA";13092
"410240 BANDEIRANTES";31211
"410250 BARBOSA FERRAZ";11426
"410260 BARRACAO";10312
"410270 BARRA DO JACARE";2781
"410275 BELA VISTA DA CAROBA";3457
"410280 BELA VISTA DO PARAISO";15399
"410290 BITURUNA";16400
"410300 BOA ESPERANCA";4047
"410302 BOA ESPERANCA DO IGUACU";2470
"410304 BOA VENTURA DE SAO ROQUE";6365
"410305 BOA VISTA DA APARECIDA";7573
"410310 BOCAIUVA DO SUL";13129
"410315 BOM JESUS DO SUL";3506
"410320 BOM SUCESSO";7068
"410322 BOM SUCESSO DO SUL";3254
"410330 BORRAZOPOLIS";6439
"410335 BRAGANEY";5382
"410337 BRASILANDIA DO SUL";2585
"410340 CAFEARA";2954
"410345 CAFELANDIA";18456
"410347 CAFEZAL DO SUL";4009
"410350 CALIFORNIA";8606
"410360 CAMBARA";25466
"410370 CAMBE";107341
"410380 CAMBIRA";7917
"410390 CAMPINA DA LAGOA";14043
"410395 CAMPINA DO SIMAO";3859
"410400 CAMPINA GRANDE DO SUL";43685
"410405 CAMPO BONITO";3763
"410410 CAMPO DO TENENTE";8045
"410420 CAMPO LARGO";133865
"410425 CAMPO MAGRO";29740
"410430 CAMPO MOURAO";95488
"410440 CANDIDO DE ABREU";14809
"410442 CANDOI";16053
"410445 CANTAGALO";13329
"410450 CAPANEMA";19148
"410460 CAPITAO LEONIDAS MARQUES";15834
"410465 CARAMBEI";23825
"410470 CARLOPOLIS";14356
"410480 CASCAVEL";332300
"410490 CASTRO";71809
"410500 CATANDUVAS";10167
"410510 CENTENARIO DO SUL";10764
"410520 CERRO AZUL";17833
"410530 CEU AZUL";11819
"410540 CHOPINZINHO";19167
"410550 CIANORTE";83816
"410560 CIDADE GAUCHA";12797
"410570 CLEVELANDIA";16450
"410580 COLOMBO";246540
"410590 COLORADO";24145
"410600 CONGONHINHAS";8857
"410610 CONSELHEIRO MAIRINCK";3876
"410620 CONTENDA";18837
"410630 CORBELIA";17117
"410640 CORNELIO PROCOPIO";47842
"410645 CORONEL DOMINGOS SOARES";7518
"410650 CORONEL VIVIDA";20580
"410655 CORUMBATAI DO SUL";3127
"410657 CRUZEIRO DO IGUACU";4240
"410660 CRUZEIRO DO OESTE";20947
"410670 CRUZEIRO DO SUL";4449
"410680 CRUZ MACHADO";18741
"410685 CRUZMALTINA";2921
"410690 CURITIBA";1948626
"410700 CURIUVA";15196
"410710 DIAMANTE DO NORTE";5030
"410712 DIAMANTE DO SUL";3424
"410715 DIAMANTE D'OESTE";5266
"410720 DOIS VIZINHOS";41038
"410725 DOURADINA";8869
"410730 DOUTOR CAMARGO";5983
"410740 ENEAS MARQUES";5933
"410750 ENGENHEIRO BELTRAO";13981
"410752 ESPERANCA NOVA";1665
"410753 ENTRE RIOS DO OESTE";4596
"410754 ESPIGAO ALTO DO IGUACU";4048
"410755 FAROL";3041
"410760 FAXINAL";17316
"410765 FAZENDA RIO GRANDE";102004
"410770 FENIX";4748
"410773 FERNANDES PINHEIRO";5602
"410775 FIGUEIRA";7696
"410780 FLORAI";4906
"410785 FLOR DA SERRA DO SUL";4603
"410790 FLORESTA";6851
"410800 FLORESTOPOLIS";10453
"410810 FLORIDA";2699
"410820 FORMOSA DO OESTE";6460
"410830 FOZ DO IGUACU";258248
"410832 FRANCISCO ALVES";5993
"410840 FRANCISCO BELTRAO";92216
"410845 FOZ DO JORDAO";4556
"410850 GENERAL CARNEIRO";13685
"410855 GODOY MOREIRA";2898
"410860 GOIOERE";28808
"410865 GOIOXIM";7053
"410870 GRANDES RIOS";5497
"410880 GUAIRA";33310
"410890 GUAIRACA";6609
"410895 GUAMIRANGA";8811
"410900 GUAPIRAMA";3784
"410910 GUAPOREMA";2241
"410920 GUARACI";5530
"410930 GUARANIACU";12217
"410940 GUARAPUAVA";182644
"410950 GUARAQUECABA";7594
"410960 GUARATUBA";37527
"410965 HONORIO SERPA";5119
"410970 IBAITI";31644
"410975 IBEMA";6370
"410980 IBIPORA";55131
"410990 ICARAIMA";7786
"411000 IGUARACU";4440
"411005 IGUATU";2253
"411007 IMBAU";13282
"411010 IMBITUVA";32940
"411020 INACIO MARTINS";11121
"411030 INAJA";3116
"411040 INDIANOPOLIS";4465
"411050 IPIRANGA";15251
"411060 IPORA";13782
"411065 IRACEMA DO OESTE";2251
"411070 IRATI";61088
"411080 IRETAMA";10098
"411090 ITAGUAJE";4446
"411095 ITAIPULANDIA";11385
"411100 ITAMBARACA";6549
"411110 ITAMBE";6109
"411120 ITAPEJARA D'OESTE";12094
"411125 ITAPERUCU";29070
"411130 ITAUNA DO SUL";2781
"411140 IVAI";13965
"411150 IVAIPORA";31935
"411155 IVATE";8240
"411160 IVATUBA";3279
